item_id,order_id,product_id,quantity,total_price
151,49,21,2,940.66
152,49,44,3,2160.9
153,50,6,1,201.48
154,51,26,2,1031.66
155,51,14,3,299.16
156,51,8,1,191.94
157,52,3,1,594.45
158,52,23,2,1245.98
159,52,42,4,849.48
160,53,21,4,1881.32
161,54,46,1,417.43
162,54,29,4,2269.68
163,54,33,2,461.12
164,55,3,3,1783.35
165,55,5,4,172.96
166,55,30,1,495.12
167,55,38,1,732.25
168,55,22,4,222.96
169,56,18,1,779.03
170,56,44,4,2881.2
171,56,35,4,794.64
172,56,45,1,302.36
173,57,27,2,293.74
174,57,10,1,611.87
175,57,6,2,402.96
176,58,12,3,710.22
177,58,23,4,2491.96
178,58,16,3,1472.73
179,58,20,4,2667.76
180,58,9,4,2605.44
181,59,30,2,990.24
182,60,29,2,1134.84
183,60,12,4,946.96
184,60,2,3,633.06
185,60,30,4,1980.48
186,61,29,3,1702.26
187,62,13,3,2299.89
188,62,16,3,1472.73
189,62,44,2,1440.6
190,63,20,1,666.94
191,64,7,4,1831.08
192,65,19,2,162.92
193,65,27,1,146.87
194,65,10,3,1835.61
195,66,16,3,1472.73
196,66,11,4,2258.2
197,66,25,1,316.5
198,66,25,3,949.5
199,67,25,2,633.0
200,68,44,2,1440.6
201,68,42,1,212.37
202,68,27,3,440.61
203,68,17,3,1767.57
204,69,50,2,970.4
205,69,4,4,1922.32
206,69,43,1,602.67
207,70,35,2,397.32
208,71,4,3,1441.74
209,71,28,1,183.42
210,71,21,2,940.66
211,72,23,4,2491.96
212,72,45,1,302.36
213,72,8,2,383.88
214,72,25,1,316.5
215,72,34,1,554.0
216,73,31,4,1746.52
217,73,48,4,556.88
218,74,48,2,278.44
219,74,35,3,595.98
220,74,21,3,1410.99
221,75,2,2,422.04
222,76,45,1,302.36
223,76,46,1,417.43
224,76,17,3,1767.57
225,76,20,4,2667.76
226,76,20,4,2667.76
227,77,32,4,589.8
228,77,26,4,2063.32
229,77,42,3,637.11
230,77,22,2,111.48
231,77,46,1,417.43
232,78,38,1,732.25
233,78,50,3,1455.6
234,78,21,4,1881.32
235,78,7,3,1373.31
236,79,50,4,1940.8
237,79,39,1,185.85
238,80,23,2,1245.98
239,80,14,3,299.16
240,81,18,1,779.03
241,81,34,1,554.0
242,81,15,4,381.76
243,82,44,2,1440.6
244,82,2,4,844.08
245,83,11,3,1693.65
246,83,30,1,495.12
247,83,22,4,222.96
248,83,35,1,198.66
249,83,39,4,743.4
250,84,37,1,228.84
251,84,22,3,167.22
252,84,46,4,1669.72
253,84,4,4,1922.32
254,85,46,1,417.43
255,85,39,4,743.4
256,85,15,1,95.44
257,86,40,4,1314.36
258,86,46,3,1252.29
259,87,11,1,564.55
260,87,24,2,1374.3
261,87,30,4,1980.48
262,87,39,4,743.4
263,88,35,4,794.64
264,89,37,2,457.68
265,89,44,3,2160.9
266,89,14,2,199.44
267,90,9,1,651.36
268,90,16,2,981.82
269,90,46,3,1252.29
270,90,23,3,1868.97
271,90,40,2,657.18
272,91,2,3,633.06
273,91,14,2,199.44
274,92,2,2,422.04
275,92,43,1,602.67
276,92,31,2,873.26
277,92,35,4,794.64
278,92,36,4,2591.76
279,93,12,3,710.22
280,93,20,3,2000.82
281,93,47,2,1219.02
282,93,23,4,2491.96
283,93,26,1,515.83
284,94,22,3,167.22
285,94,9,1,651.36
286,94,50,3,1455.6
287,95,48,3,417.66
288,96,41,1,131.44
289,96,1,1,39.51
290,96,1,3,118.53
291,96,43,3,1808.01
292,97,41,4,525.76
293,98,5,1,43.24
294,98,15,4,381.76
295,98,20,2,1333.88
296,98,4,3,1441.74
297,98,17,4,2356.76
298,99,9,1,651.36
299,99,27,4,587.48
300,100,11,1,564.55
301,100,32,2,294.9
302,100,14,1,99.72
303,101,17,2,1178.38
304,101,14,3,299.16
305,101,29,3,1702.26
306,101,1,3,118.53
307,102,12,3,710.22
308,102,23,1,622.99
309,102,49,3,1913.46
310,102,10,1,611.87
311,103,31,4,1746.52
312,104,24,2,1374.3
313,104,38,3,2196.75
314,104,28,1,183.42
315,104,26,2,1031.66
316,104,3,3,1783.35
317,105,47,2,1219.02
318,105,43,1,602.67
319,105,14,3,299.16
320,105,32,4,589.8
321,106,16,1,490.91
322,106,18,4,3116.12
323,107,37,1,228.84
324,107,3,3,1783.35
325,107,14,3,299.16
326,108,2,4,844.08
327,108,45,2,604.72
328,108,43,2,1205.34
329,109,36,1,647.94
330,109,34,3,1662.0
331,110,46,1,417.43
332,110,2,3,633.06
333,110,26,2,1031.66
334,110,26,4,2063.32
335,110,41,2,262.88
336,111,14,2,199.44
337,111,43,4,2410.68
338,111,10,1,611.87
339,111,39,4,743.4
340,111,10,3,1835.61
341,112,50,3,1455.6
342,112,37,4,915.36
343,112,22,2,111.48
344,112,45,2,604.72
345,113,33,3,691.68
346,113,14,4,398.88
347,114,30,4,1980.48
348,114,25,4,1266.0
349,114,25,2,633.0
350,115,15,2,190.88
351,115,47,3,1828.53
352,115,11,1,564.55
353,115,15,4,381.76
354,115,39,3,557.55
355,116,31,1,436.63
356,116,50,3,1455.6
357,116,15,1,95.44
358,116,49,2,1275.64
359,116,6,3,604.44
360,117,8,4,767.76
361,117,11,1,564.55
362,118,26,3,1547.49
363,118,18,1,779.03
364,118,24,4,2748.6
365,118,45,1,302.36
366,119,34,3,1662.0
367,119,5,2,86.48
368,119,44,4,2881.2
369,119,19,1,81.46
370,119,10,3,1835.61
371,120,35,3,595.98
372,121,14,2,199.44
373,121,26,2,1031.66
374,121,13,1,766.63
375,122,25,2,633.0
376,122,39,4,743.4
377,122,30,4,1980.48
378,122,34,1,554.0
379,123,5,3,129.72
380,124,10,4,2447.48
381,124,43,1,602.67
382,124,21,3,1410.99
383,124,37,2,457.68
384,124,7,3,1373.31
385,125,7,2,915.54
386,126,43,4,2410.68
387,126,11,1,564.55
388,126,24,1,687.15
389,126,20,4,2667.76
390,126,48,1,139.22
391,127,5,3,129.72
392,127,41,4,525.76
393,128,31,3,1309.89
394,128,1,2,79.02
395,128,25,4,1266.0
396,128,49,2,1275.64
397,128,29,1,567.42
398,129,9,1,651.36
399,129,17,1,589.19
400,129,6,4,805.92
401,130,47,4,2438.04
402,131,21,1,470.33
403,131,29,3,1702.26
404,131,48,1,139.22
405,132,22,1,55.74
406,132,31,3,1309.89
407,133,34,3,1662.0
408,134,15,4,381.76
409,134,37,4,915.36
410,135,48,4,556.88
411,136,2,2,422.04
412,136,5,1,43.24
413,136,30,2,990.24
414,137,34,4,2216.0
415,137,29,4,2269.68
416,137,36,3,1943.82
417,137,4,1,480.58
418,137,33,2,461.12
419,138,29,1,567.42
420,138,29,3,1702.26
421,138,19,3,244.38
422,139,46,4,1669.72
423,139,1,4,158.04
424,139,14,4,398.88
425,140,4,2,961.16
426,140,24,4,2748.6
427,140,30,4,1980.48
428,141,33,3,691.68
429,141,10,1,611.87
430,141,26,4,2063.32
431,141,15,1,95.44
432,141,48,4,556.88
433,142,10,1,611.87
434,142,30,1,495.12
435,142,28,3,550.26
436,143,11,4,2258.2
437,143,25,4,1266.0
438,143,27,2,293.74
439,144,46,1,417.43
440,144,48,3,417.66
441,144,12,4,946.96
442,144,27,3,440.61
443,145,28,4,733.68
444,146,18,2,1558.06
445,146,2,1,211.02
446,146,16,2,981.82
447,146,15,4,381.76
448,146,44,1,720.3
449,147,38,2,1464.5
450,148,17,4,2356.76
451,148,41,1,131.44
452,148,33,2,461.12
453,149,10,3,1835.61
454,149,36,4,2591.76
455,149,30,1,495.12
456,150,43,3,1808.01
457,150,45,4,1209.44
458,150,35,3,595.98
459,150,15,3,286.32
460,150,28,2,366.84
461,151,12,4,946.96
462,151,43,4,2410.68
463,152,38,3,2196.75
464,152,12,4,946.96
465,152,49,2,1275.64
466,153,7,2,915.54
467,153,11,1,564.55
468,153,28,2,366.84
469,153,30,1,495.12
470,154,48,4,556.88
471,154,49,1,637.82
472,155,19,1,81.46
473,155,13,3,2299.89
474,155,26,3,1547.49
475,156,3,3,1783.35
476,156,16,2,981.82
477,157,29,2,1134.84
478,157,13,2,1533.26
479,158,25,3,949.5
480,159,4,2,961.16
481,159,32,1,147.45
482,159,6,1,201.48
483,159,9,3,1954.08
484,160,29,4,2269.68
485,160,28,4,733.68
486,160,27,1,146.87
487,160,13,2,1533.26
488,160,12,3,710.22
489,161,9,4,2605.44
490,161,43,3,1808.01
491,161,28,2,366.84
492,161,4,2,961.16
493,162,48,1,139.22
494,162,34,1,554.0
495,162,19,2,162.92
496,162,43,3,1808.01
497,163,42,3,637.11
498,163,29,2,1134.84
499,164,30,3,1485.36
500,164,50,1,485.2
501,164,4,3,1441.74
502,164,35,2,397.32
503,164,15,3,286.32
504,165,29,1,567.42
505,165,45,2,604.72
506,165,33,2,461.12
507,166,45,1,302.36
508,166,18,1,779.03
509,166,29,1,567.42
510,166,7,1,457.77
511,166,11,3,1693.65
512,167,19,4,325.84
513,167,43,1,602.67
514,167,4,4,1922.32
515,167,2,3,633.06
516,167,38,3,2196.75
517,168,50,3,1455.6
518,168,23,4,2491.96
519,168,42,1,212.37
520,168,40,1,328.59
521,169,28,4,733.68
522,169,1,4,158.04
523,169,46,4,1669.72
524,169,49,2,1275.64
525,170,16,2,981.82
526,170,10,3,1835.61
527,170,47,3,1828.53
528,170,47,3,1828.53
529,170,31,4,1746.52
530,171,14,1,99.72
531,171,30,3,1485.36
532,171,31,2,873.26
533,172,23,3,1868.97
534,173,48,2,278.44
535,173,17,1,589.19
536,174,47,4,2438.04
537,174,32,4,589.8
538,174,26,2,1031.66
539,175,9,3,1954.08
540,175,21,2,940.66
541,175,24,2,1374.3
542,175,4,4,1922.32
543,175,8,4,767.76
544,176,39,4,743.4
545,176,40,1,328.59
546,176,6,1,201.48
547,177,42,2,424.74
548,177,47,2,1219.02
549,177,31,3,1309.89
550,177,47,1,609.51
551,178,50,4,1940.8
552,178,9,4,2605.44
553,178,31,3,1309.89
554,179,29,1,567.42
555,180,46,3,1252.29
556,180,24,3,2061.45
557,181,45,1,302.36
558,181,45,4,1209.44
559,181,4,1,480.58
560,182,29,3,1702.26
561,182,50,1,485.2
562,182,36,4,2591.76
563,183,39,3,557.55
564,183,49,1,637.82
565,183,36,2,1295.88
566,183,6,1,201.48
567,183,31,4,1746.52
568,184,45,3,907.08
569,184,37,2,457.68
570,184,11,2,1129.1
571,185,3,1,594.45
572,185,50,1,485.2
573,185,12,1,236.74
574,185,14,2,199.44
575,186,20,4,2667.76
576,186,49,2,1275.64
577,186,37,2,457.68
578,186,28,3,550.26
579,187,18,4,3116.12
580,187,46,3,1252.29
581,188,25,4,1266.0
582,188,47,3,1828.53
583,188,47,4,2438.04
584,188,50,1,485.2
585,188,27,3,440.61
586,189,39,4,743.4
587,190,17,4,2356.76
588,191,19,4,325.84
589,192,25,4,1266.0
590,192,47,2,1219.02
591,192,11,2,1129.1
592,192,5,1,43.24
593,192,15,1,95.44
594,193,24,4,2748.6
595,194,28,2,366.84
596,194,8,4,767.76
597,194,39,2,371.7
598,194,43,4,2410.68
599,195,40,2,657.18
600,196,50,3,1455.6
601,196,16,4,1963.64
602,197,20,3,2000.82
603,197,9,2,1302.72
604,197,32,4,589.8
605,197,3,3,1783.35
606,198,36,4,2591.76
607,198,15,2,190.88
608,198,3,2,1188.9
609,199,44,3,2160.9
610,199,26,2,1031.66
611,199,10,3,1835.61
612,199,30,3,1485.36
613,199,13,2,1533.26
614,200,25,4,1266.0
615,200,33,3,691.68
616,200,23,3,1868.97
617,201,7,4,1831.08
618,202,36,2,1295.88
619,202,17,3,1767.57
620,202,34,1,554.0
621,203,40,4,1314.36
622,203,16,3,1472.73
623,203,20,4,2667.76
624,204,20,3,2000.82
625,204,38,3,2196.75
626,205,20,2,1333.88
627,206,16,2,981.82
628,207,41,4,525.76
629,208,31,1,436.63
630,208,18,2,1558.06
631,208,8,1,191.94
632,208,31,2,873.26
633,209,10,4,2447.48
634,209,48,2,278.44
635,209,44,3,2160.9
636,209,11,3,1693.65
637,210,8,2,383.88
638,211,8,2,383.88
639,212,18,1,779.03
640,212,39,4,743.4
641,213,38,3,2196.75
642,213,37,1,228.84
643,214,43,3,1808.01
644,214,14,4,398.88
645,214,41,4,525.76
646,215,37,4,915.36
647,215,41,3,394.32
648,215,33,2,461.12
649,215,43,1,602.67
650,215,16,3,1472.73
651,216,45,3,907.08
652,216,25,2,633.0
653,216,44,1,720.3
654,216,45,3,907.08
655,217,21,2,940.66
656,217,9,2,1302.72
657,217,15,4,381.76
658,217,46,4,1669.72
659,217,36,3,1943.82
660,218,23,2,1245.98
661,219,24,2,1374.3
662,219,14,1,99.72
663,219,4,3,1441.74
664,220,32,4,589.8
665,220,3,3,1783.35
666,221,18,1,779.03
667,221,21,3,1410.99
668,221,48,3,417.66
669,221,32,2,294.9
670,221,1,1,39.51
671,222,10,3,1835.61
672,222,23,2,1245.98
673,222,38,4,2929.0
674,222,21,3,1410.99
675,223,36,3,1943.82
676,223,27,2,293.74
677,223,29,2,1134.84
678,224,8,2,383.88
679,224,27,4,587.48
680,224,39,3,557.55
681,224,20,4,2667.76
682,225,13,2,1533.26
683,225,30,2,990.24
684,225,8,1,191.94
685,225,50,4,1940.8
686,225,14,3,299.16
687,226,32,2,294.9
688,227,41,3,394.32
689,227,28,4,733.68
690,228,31,4,1746.52
691,228,16,1,490.91
692,229,33,1,230.56
693,229,24,4,2748.6
694,229,19,2,162.92
695,229,50,4,1940.8
696,230,50,1,485.2
697,230,28,4,733.68
698,230,35,3,595.98
699,230,31,1,436.63
700,230,39,4,743.4
701,231,1,2,79.02
702,232,39,4,743.4
703,233,25,1,316.5
704,234,8,1,191.94
705,234,7,3,1373.31
706,234,14,4,398.88
707,234,5,2,86.48
708,235,38,4,2929.0
709,235,32,4,589.8
710,235,6,4,805.92
711,236,27,2,293.74
712,237,1,4,158.04
713,237,8,2,383.88
714,238,21,1,470.33
715,239,29,4,2269.68
716,239,44,4,2881.2
717,239,49,2,1275.64
718,239,50,2,970.4
719,240,38,2,1464.5
720,240,17,3,1767.57
721,240,1,2,79.02
722,241,18,4,3116.12
723,242,15,1,95.44
724,243,15,1,95.44
725,243,34,2,1108.0
726,243,37,1,228.84
727,243,35,4,794.64
728,244,14,2,199.44
729,244,19,1,81.46
730,245,26,2,1031.66
731,245,19,3,244.38
732,245,4,3,1441.74
733,246,2,2,422.04
734,246,40,2,657.18
735,246,5,4,172.96
736,247,47,2,1219.02
737,248,16,4,1963.64
738,248,40,1,328.59
739,248,5,3,129.72
740,248,37,4,915.36
741,248,49,3,1913.46
742,249,17,2,1178.38
743,249,4,3,1441.74
744,249,42,4,849.48
745,249,23,2,1245.98
746,250,37,2,457.68
747,250,8,3,575.82
748,251,22,4,222.96
749,252,10,2,1223.74
750,252,4,4,1922.32
751,252,9,2,1302.72
752,252,5,3,129.72
753,252,20,2,1333.88
754,253,13,3,2299.89
755,253,25,1,316.5
756,253,40,2,657.18
757,253,42,1,212.37
758,254,4,1,480.58
759,254,6,1,201.48
760,254,16,2,981.82
761,254,8,2,383.88
762,255,18,3,2337.09
763,255,22,3,167.22
764,256,29,2,1134.84
765,256,46,1,417.43
766,257,39,2,371.7
767,257,21,4,1881.32
768,258,39,4,743.4
769,258,7,4,1831.08
770,258,50,3,1455.6
771,259,46,3,1252.29
772,259,40,4,1314.36
773,259,28,4,733.68
774,260,13,3,2299.89
775,260,8,2,383.88
776,260,22,3,167.22
777,260,21,3,1410.99
778,261,15,2,190.88
779,261,10,2,1223.74
780,261,22,1,55.74
781,261,17,3,1767.57
782,261,44,4,2881.2
783,262,26,2,1031.66
784,262,38,3,2196.75
785,263,8,2,383.88
786,263,49,4,2551.28
787,263,7,3,1373.31
788,263,22,3,167.22
789,264,30,4,1980.48
790,264,8,2,383.88
791,264,50,3,1455.6
792,264,49,2,1275.64
793,265,27,4,587.48
794,265,15,2,190.88
795,265,49,1,637.82
796,265,14,1,99.72
797,265,37,1,228.84
798,266,5,4,172.96
799,267,2,2,422.04
800,268,13,4,3066.52
801,268,29,3,1702.26
802,269,17,1,589.19
803,270,27,4,587.48
804,270,27,1,146.87
805,270,48,1,139.22
806,270,41,3,394.32
807,270,50,3,1455.6
808,271,6,4,805.92
809,271,41,2,262.88
810,271,8,1,191.94
811,271,32,1,147.45
812,271,20,2,1333.88
813,272,35,3,595.98
814,272,40,3,985.77
815,273,4,1,480.58
816,273,16,3,1472.73
817,273,5,4,172.96
818,273,1,4,158.04
819,274,25,3,949.5
820,274,46,1,417.43
821,275,6,4,805.92
822,276,15,4,381.76
823,276,6,1,201.48
824,276,1,1,39.51
825,276,11,2,1129.1
826,276,38,1,732.25
827,277,26,3,1547.49
828,277,19,1,81.46
829,277,21,1,470.33
830,277,8,2,383.88
831,278,5,4,172.96
832,278,49,3,1913.46
833,278,38,1,732.25
834,278,10,1,611.87
835,278,44,3,2160.9
836,279,44,3,2160.9
837,279,25,1,316.5
838,280,25,2,633.0
839,280,11,4,2258.2
840,280,25,1,316.5
841,280,38,3,2196.75
842,280,10,2,1223.74
843,281,23,4,2491.96
844,281,5,3,129.72
845,281,33,4,922.24
846,281,36,2,1295.88
847,281,22,1,55.74
848,282,2,1,211.02
849,283,5,1,43.24
850,283,45,3,907.08
851,284,40,1,328.59
852,284,48,3,417.66
853,284,3,4,2377.8
854,285,9,3,1954.08
855,285,12,4,946.96
856,286,39,4,743.4
857,286,22,1,55.74
858,287,31,1,436.63
859,287,4,1,480.58
860,288,13,4,3066.52
861,288,43,2,1205.34
862,289,3,3,1783.35
863,289,45,1,302.36
864,289,5,1,43.24
865,290,37,3,686.52
866,290,2,1,211.02
867,290,43,2,1205.34
868,291,25,4,1266.0
869,291,11,4,2258.2
870,292,12,1,236.74
871,292,38,1,732.25
872,292,41,1,131.44
873,292,47,3,1828.53
874,293,40,3,985.77
875,293,22,4,222.96
876,293,48,1,139.22
877,293,14,3,299.16
878,293,18,4,3116.12
879,294,49,2,1275.64
880,294,43,2,1205.34
881,294,30,4,1980.48
882,294,38,2,1464.5
883,294,13,2,1533.26
884,295,44,3,2160.9
885,295,1,4,158.04
886,295,19,2,162.92
887,296,6,4,805.92
888,296,27,3,440.61
889,297,25,4,1266.0
890,297,21,1,470.33
891,297,17,3,1767.57
892,298,23,4,2491.96
893,298,23,2,1245.98
894,299,49,2,1275.64
895,300,39,3,557.55
896,300,15,4,381.76
897,300,20,3,2000.82
898,300,35,4,794.64
899,301,31,2,873.26
900,301,42,3,637.11
901,301,18,3,2337.09
902,301,5,2,86.48
903,302,27,2,293.74
904,302,18,4,3116.12
905,302,1,3,118.53
906,303,32,2,294.9
907,303,45,3,907.08
908,303,38,4,2929.0
909,303,24,3,2061.45
910,304,7,2,915.54
911,305,18,1,779.03
912,305,13,4,3066.52
913,305,1,2,79.02
914,305,8,4,767.76
915,305,13,3,2299.89
916,306,41,4,525.76
917,306,43,2,1205.34
918,306,24,3,2061.45
919,306,26,2,1031.66
920,307,39,4,743.4
921,307,35,4,794.64
922,308,24,4,2748.6
923,308,13,4,3066.52
924,308,11,4,2258.2
925,308,27,1,146.87
926,309,1,1,39.51
927,309,16,1,490.91
928,309,26,2,1031.66
929,309,1,3,118.53
930,309,5,2,86.48
931,310,26,1,515.83
932,310,3,1,594.45
933,310,15,1,95.44
934,310,42,3,637.11
935,311,48,2,278.44
936,311,26,4,2063.32
937,311,37,3,686.52
938,311,22,4,222.96
939,311,33,4,922.24
940,312,16,3,1472.73
941,312,32,1,147.45
942,313,14,3,299.16
943,314,45,1,302.36
944,315,19,3,244.38
945,315,10,3,1835.61
946,315,15,4,381.76
947,316,36,3,1943.82
948,316,11,4,2258.2
949,316,23,1,622.99
950,316,40,4,1314.36
951,317,25,1,316.5
952,317,39,3,557.55
953,317,14,1,99.72
954,318,7,3,1373.31
955,319,38,2,1464.5
956,319,42,2,424.74
957,320,17,2,1178.38
958,320,19,4,325.84
959,320,33,2,461.12
960,320,20,2,1333.88
961,321,15,1,95.44
962,321,31,2,873.26
963,321,47,4,2438.04
964,321,46,4,1669.72
965,322,30,2,990.24
966,323,3,1,594.45
967,323,22,1,55.74
968,323,31,2,873.26
969,324,11,2,1129.1
970,324,42,4,849.48
971,324,16,1,490.91
972,325,37,3,686.52
973,325,44,4,2881.2
974,325,45,4,1209.44
975,325,45,1,302.36
976,325,45,3,907.08
977,326,45,2,604.72
978,326,33,3,691.68
979,326,14,1,99.72
980,326,1,2,79.02
981,327,31,2,873.26
982,328,2,2,422.04
983,329,19,4,325.84
984,329,29,4,2269.68
985,329,26,2,1031.66
986,329,24,4,2748.6
987,329,30,4,1980.48
988,330,30,2,990.24
989,330,7,2,915.54
990,330,20,4,2667.76
991,330,46,3,1252.29
992,331,11,3,1693.65
993,331,29,4,2269.68
994,332,16,1,490.91
995,332,21,4,1881.32
996,332,32,2,294.9
997,333,50,4,1940.8
998,333,14,4,398.88
999,333,24,4,2748.6
1000,333,37,4,915.36
1001,334,47,1,609.51
1002,334,15,1,95.44
1003,335,30,1,495.12
1004,335,19,3,244.38
1005,335,14,2,199.44
1006,336,2,4,844.08
1007,336,18,4,3116.12
1008,337,14,1,99.72
1009,338,47,3,1828.53
1010,338,36,1,647.94
1011,338,1,4,158.04
1012,338,28,2,366.84
1013,338,20,4,2667.76
1014,339,8,3,575.82
1015,339,5,1,43.24
1016,340,26,3,1547.49
1017,340,46,1,417.43
1018,340,32,4,589.8
1019,341,39,3,557.55
1020,341,10,4,2447.48
1021,342,6,2,402.96
1022,342,26,1,515.83
1023,343,1,3,118.53
1024,343,39,2,371.7
1025,343,23,3,1868.97
1026,343,44,3,2160.9
1027,343,40,3,985.77
1028,344,2,2,422.04
1029,345,31,3,1309.89
1030,346,1,2,79.02
1031,346,37,2,457.68
1032,347,19,4,325.84
1033,347,27,4,587.48
1034,348,10,4,2447.48
1035,348,23,4,2491.96
1036,348,2,1,211.02
1037,348,50,1,485.2
1038,349,19,3,244.38
1039,349,30,3,1485.36
1040,349,44,4,2881.2
1041,349,2,4,844.08
1042,349,1,3,118.53
1043,350,1,1,39.51
1044,350,28,4,733.68
1045,350,49,2,1275.64
1046,351,19,3,244.38
1047,351,36,3,1943.82
1048,351,24,3,2061.45
1049,351,20,3,2000.82
1050,352,48,4,556.88
1051,352,16,3,1472.73
1052,352,32,1,147.45
1053,352,49,1,637.82
1054,352,12,1,236.74
1055,353,13,1,766.63
1056,354,14,4,398.88
1057,354,2,1,211.02
1058,354,42,4,849.48
1059,354,15,2,190.88
1060,355,34,2,1108.0
1061,355,38,3,2196.75
1062,355,33,1,230.56
1063,356,45,1,302.36
1064,356,40,3,985.77
1065,356,48,2,278.44
1066,357,37,4,915.36
1067,357,13,1,766.63
1068,358,49,2,1275.64
1069,359,22,2,111.48
1070,360,3,4,2377.8
1071,360,39,1,185.85
1072,360,13,1,766.63
1073,360,41,3,394.32
1074,360,45,1,302.36
1075,361,6,4,805.92
1076,361,28,1,183.42
1077,362,17,1,589.19
1078,362,9,1,651.36
1079,362,47,1,609.51
1080,362,4,3,1441.74
1081,363,2,4,844.08
1082,363,19,2,162.92
1083,364,25,1,316.5
1084,365,9,3,1954.08
1085,365,15,2,190.88
1086,365,38,2,1464.5
1087,365,46,4,1669.72
1088,366,5,1,43.24
1089,366,26,1,515.83
1090,367,9,4,2605.44
1091,368,40,2,657.18
1092,368,41,2,262.88
1093,368,33,3,691.68
1094,369,20,3,2000.82
1095,369,34,1,554.0
1096,370,31,2,873.26
1097,370,2,4,844.08
1098,371,23,2,1245.98
1099,372,12,1,236.74
1100,372,35,2,397.32
1101,372,17,4,2356.76
1102,372,34,1,554.0
1103,373,18,3,2337.09
1104,373,13,2,1533.26
1105,373,11,4,2258.2
1106,374,27,2,293.74
1107,374,9,4,2605.44
1108,374,16,1,490.91
1109,375,4,1,480.58
1110,375,6,1,201.48
1111,375,21,3,1410.99
1112,375,45,2,604.72
1113,375,25,1,316.5
1114,376,29,3,1702.26
1115,376,42,4,849.48
1116,376,20,4,2667.76
